OTU	MQ180615-57	MQ181108-127	MQ180831-130	MQ181108-123	MQ171106-92	MQ181108-140	MQ181108-124	MQ181221-119	MQ171215-156	MQ181108-118	MQ181108-130	MQ181108-136	MQ181221-116	MQ181221-114	MQ171129-75	MQ181108-119	MQ171129-106	MQ181108-138	MQ181221-118	MQ171106-87	MQ181108-122	MQ181108-120	MQ181108-134	MQ181108-133	MQ180525-285	MQ181108-125	MQ181108-135	MQ181108-141	MQ181108-132	MQ181221-113	MQ181108-139	MQ181108-126	MQ181108-137	MQ181221-117	MQ180212-184	MQ180819-22	MQ181108-131	MQ171215-93	MQ181221-111	MQ181221-112	MQ181108-128	MQ180801-286	MQ180615-71	MQ181221-115	MQ181108-129	MQ181108-121	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_2803	1	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus 2	s__
OTU_707	16	0	4	0	47	21	0	0	10	0	0	0	0	0	13	0	3	0	0	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	21	0	15	0	0	0	15	22	0	0	0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Sulfuritalea	s__
OTU_1298	5	0	0	0	12	2	0	0	3	0	0	0	0	0	1	0	1	0	1	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	6	0	2	0	0	0	1	4	0	0	1	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Afipia	s__
OTU_1315	6	0	1	0	16	3	0	0	1	0	0	0	0	0	2	0	3	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0	0	3	0	0	0	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__uncultured	s__
OTU_1240	7	0	1	0	6	2	0	0	4	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	3	1	0	0	0	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Blastopirellula	s__
OTU_1452	5	0	0	0	7	3	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	3	1	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Saprospiraceae	g__uncultured	s__
OTU_735	21	0	1	0	38	10	0	0	4	0	0	1	0	0	4	0	10	0	0	12	0	0	0	0	15	0	0	0	0	0	0	0	0	0	5	6	0	6	0	0	0	6	13	0	0	0	Unassigned						
OTU_1400	6	0	2	0	6	1	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	1	4	1	0	0	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__uncultured	g__	s__
OTU_16	0	598	0	443	0	0	934	436	0	378	950	1311	779	769	0	321	0	772	304	0	517	539	1107	833	0	618	870	1	1627	899	1	930	1332	449	0	0	1142	0	854	690	1015	0	0	718	785	477	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__I-10	g__	s__
OTU_2989	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Dermatophilaceae	g__Mobilicoccus	s__
OTU_2102	2	0	0	0	8	0	0	0	2	0	0	0	0	1	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	1	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Saprospiraceae	g__uncultured	s__
OTU_2015	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Propionicimonas	s__
OTU_390	40	0	9	0	102	17	0	0	13	0	0	0	0	0	16	0	14	0	0	22	0	0	0	0	14	0	0	0	0	0	0	0	0	0	4	26	0	26	0	1	0	12	26	0	0	0	k__Bacteria	p__Chloroflexi	c__SJA-15	o__1-20	f__1-20	g__Candidatus Sarcinathrix	s__
OTU_1084	6	0	3	0	37	14	0	0	6	0	0	0	0	0	5	0	4	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	10	0	6	0	0	0	7	6	0	0	0	k__Bacteria	p__Chloroflexi	c__Chloroflexia	o__Chloroflexales	f__Roseiflexaceae	g__Kouleothrix	s__
OTU_2450	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__PL-11B8 wastewater-sludge group	g__	s__
OTU_2538	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__DB1-14	f__	g__	s__
OTU_2758	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__SM2D12	g__	s__
OTU_2095	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__uncultured	s__
OTU_3167	0	0	0	0	0	0	0	0	0	0	0	0	4	13	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	7	3	0	0	0	1	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Propionicimonas	s__
OTU_1155	23	0	5	0	54	13	0	0	13	0	0	0	1	0	8	0	10	0	1	12	0	0	0	0	13	0	0	0	0	0	0	0	0	0	4	11	0	12	0	0	0	7	13	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Fusicatenibacter	s__
OTU_1173	5	0	0	0	16	6	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	4	0	2	0	0	0	0	7	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Saprospiraceae	g__CYCU-0281	s__
OTU_180	173	0	32	0	373	94	0	0	44	0	0	0	0	0	40	0	38	0	0	74	0	0	0	0	53	0	0	0	1	0	1	0	0	0	35	78	0	62	0	0	0	53	103	0	0	0	k__Bacteria	p__Bacteroidetes	c__vadinHA17	o__vadinHA17	f__	g__	s__
OTU_1867	9	0	0	0	14	7	0	0	4	0	0	0	0	0	4	0	5	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	4	5	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Lachnoclostridium	s__
OTU_1320	22	0	5	0	47	9	0	0	6	0	0	0	0	0	2	0	7	0	0	11	0	0	0	0	14	0	0	0	0	0	0	0	0	1	4	10	0	8	0	0	0	3	12	0	0	0	k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemanella	s__
OTU_2568	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Leucobacter	s__
OTU_2255	4	0	2	0	6	8	0	0	2	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	4	0	2	0	0	0	4	0	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae 1	g__Clostridium sensu stricto 1	s__
OTU_739	17	0	5	0	42	8	0	0	7	0	0	0	0	0	3	0	8	0	0	10	0	0	0	0	8	0	0	0	0	0	0	0	0	0	5	6	0	11	0	0	0	3	12	0	0	0	k__Bacteria	p__Spirochaetae	c__Spirochaetes	o__Spirochaetales	f__PL-11B10	g__	s__
OTU_1340	5	0	1	0	4	1	0	0	3	0	0	0	0	0	2	0	3	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	k__Bacteria	p__Candidate division OP3	c__	o__	f__	g__	s__
OTU_652	32	0	5	0	85	19	0	0	19	0	0	0	0	1	15	0	11	0	0	36	0	0	0	0	14	0	0	0	0	0	0	0	0	1	4	21	0	14	0	0	0	15	12	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales Incertae Sedis	g__Bauldia	s__
OTU_76	601	0	121	0	1195	362	0	0	290	0	0	2	0	0	189	0	148	1	3	354	0	0	0	0	282	0	0	0	3	0	4	0	0	0	225	430	0	285	0	0	0	204	279	0	0	0	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__SC103	s__
OTU_2211	2	0	1	0	8	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Nitrosomonadales	f__Nitrosomonadaceae	g__uncultured	s__
OTU_2344	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__AKYH767	g__	s__
OTU_2054	1	0	0	0	1	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	k__Bacteria	p__Chloroflexi	c__SJA-15	o__1-20	f__1-20	g__Candidatus Sarcinathrix	s__
OTU_461	65	0	17	0	111	25	0	0	28	0	0	0	0	0	17	0	10	0	2	35	0	0	0	0	25	0	0	0	0	0	0	0	0	0	13	26	0	15	0	0	0	14	26	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria				
OTU_1550	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__BIrii41	g__	s__
OTU_2210	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Tessaracoccus	s__
OTU_2387	2	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 3	f__Unknown Family	g__Candidatus Solibacter	s__
OTU_2407	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Quatrionicoccus	s__
OTU_2604	1	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Unassigned						
OTU_1928	12	0	0	0	16	5	0	0	3	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	3	0	3	0	0	0	4	3	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	s__
OTU_2377	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned						
OTU_2428	1	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Arthrobacter	s__
OTU_3153	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__SHA-109	c__	o__	f__	g__	s__
OTU_3371	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__YNPFFP1	g__	s__
OTU_541	19	0	3	0	81	16	0	0	10	0	0	0	0	0	6	0	15	0	1	9	0	0	0	0	12	0	0	0	0	0	0	0	0	0	5	9	0	7	0	0	0	4	22	0	0	0	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__T78	s__
OTU_3108	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcaceae NK4A214 group	s__
OTU_982	14	0	2	0	34	7	0	0	6	0	0	0	0	0	4	0	9	0	0	10	0	0	0	0	3	0	0	0	0	0	1	0	0	0	3	9	0	7	0	0	0	2	16	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Fastidiosipila	s__
OTU_2586	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Leucobacter	s__
OTU_1396	4	0	0	0	7	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	3	0	0	0	Unassigned						
OTU_2564	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__SPOTSOCT00m83	o__	f__	g__	s__
OTU_2673	3	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	1	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Cellulomonadaceae	g__Cellulomonas	s__
OTU_1546	4	0	0	0	11	6	0	0	4	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	2	0	0	0	1	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__vadinHA17	o__vadinHA17	f__	g__	s__
OTU_135	227	0	42	0	462	123	0	0	93	0	0	0	0	0	67	0	78	0	0	113	0	0	0	0	81	0	0	0	2	0	1	0	0	0	51	106	0	90	0	0	0	85	123	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenellaceae R-7 group	s__
OTU_3065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Planctomycetes	c__BD7-11	o__	f__	g__	s__
OTU_484	62	0	20	0	166	50	0	0	23	0	0	0	0	0	19	0	22	0	0	44	0	0	0	0	42	0	0	0	0	0	0	0	0	0	19	40	0	25	0	0	0	23	46	0	0	0	k__Bacteria	p__Tenericutes	c__Mollicutes	o__NB1-n	f__RFN82	g__	s__
OTU_1644	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Acidimicrobiaceae	g__uncultured	s__
OTU_1746	2	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__LWSR-14	g__	s__
OTU_542	36	0	9	0	73	23	0	0	9	0	0	0	0	0	9	0	11	0	0	29	0	0	0	0	10	0	0	0	0	0	0	0	0	0	8	21	0	8	0	0	0	11	13	0	0	0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Ottowia	s__
OTU_1322	3	0	2	0	9	3	0	0	2	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	4	0	1	0	0	0	1	3	0	0	0	k__Bacteria	p__Fibrobacteres	c__Fibrobacteria	o__Fibrobacterales	f__possible family 01	g__	s__
OTU_534	40	0	8	0	120	25	0	0	19	0	0	0	0	0	13	0	22	0	0	34	0	0	0	0	15	0	0	0	0	0	0	0	0	0	13	37	0	14	0	0	0	12	31	0	0	0	Unassigned						
OTU_2177	2	0	0	0	3	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__
OTU_2923	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Lutibacter	s__
OTU_18	0	0	0	0	0	0	0	9412	0	0	0	0	590	449	0	0	0	0	10208	0	0	0	0	0	0	0	0	0	0	24	0	0	0	8948	0	0	0	0	98	17	0	0	0	393	0	0	k__Bacteria	p__Deinococcus-Thermus	c__Deinococci	o__Deinococcales	f__Deinococcaceae	g__Deinococcus	s__
OTU_2099	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Dermatophilaceae	g__Mobilicoccus	s__
OTU_2217	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	k__Bacteria	p__Verrucomicrobia	c__OPB35 soil group	o__	f__	g__	s__
OTU_533	24	0	1	0	48	7	0	0	8	0	0	0	0	0	3	0	19	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	7	13	0	11	0	0	0	8	11	0	0	0	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__uncultured	g__	s__
OTU_574	50	0	13	0	104	29	0	0	21	0	0	0	0	0	10	0	16	0	0	27	0	0	0	0	18	0	0	0	0	0	0	0	0	0	12	19	0	18	0	0	0	12	20	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenellaceae R-7 group	s__
OTU_2488	5	0	1	0	8	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Proteiniphilum	s__
OTU_1775	2	0	0	0	6	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae		
OTU_2795	4	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	k__Bacteria	p__Chloroflexi	c__Caldilineae	o__Caldilineales	f__Caldilineaceae	g__uncultured	s__
OTU_1012	4	0	3	0	16	3	0	0	0	0	0	0	0	0	1	0	3	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	3	0	7	0	0	0	4	3	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Propioniciclava	s__
OTU_3088	3	0	0	1	2	0	22	0	2	0	0	12	0	0	0	0	0	1	1	0	0	0	13	7	0	10	2	0	1	2	0	2	4	0	1	1	2	2	0	0	11	1	2	0	1	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Devosia	s__
OTU_3262	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Dysgonomonas	s__
OTU_1627	1	0	0	0	5	0	0	0	2	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	k__Bacteria	p__Microgenomates	c__	o__	f__	g__	s__
OTU_1001	7	0	1	0	21	2	0	0	4	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	2	0	3	0	0	0	4	3	0	0	0	k__Bacteria	p__Bacteroidetes	c__SB-5	o__	f__	g__	s__
OTU_709	17	0	2	0	40	16	0	0	18	0	0	0	0	1	6	0	3	0	0	12	0	0	0	0	9	0	0	0	0	0	1	0	0	0	11	9	0	16	0	1	0	8	11	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Pedomicrobium	s__
OTU_129	321	0	57	0	539	173	0	0	116	0	0	0	0	0	92	0	99	0	1	100	0	0	0	0	86	0	0	0	0	0	1	0	0	0	46	111	0	102	0	0	0	73	195	0	0	0	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__uncultured	g__	s__
OTU_3057	2	0	0	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Limnobacter	s__
OTU_640	20	0	4	0	46	16	0	0	8	0	0	0	0	0	4	0	10	0	0	6	0	0	0	0	9	0	0	0	0	0	0	0	0	0	5	11	0	4	0	0	0	2	12	0	0	0	Unassigned						
OTU_2718	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__uncultured	s__
OTU_1828	0	2	0	1	0	0	0	0	0	1	2	6	0	0	0	2	0	6	0	0	0	1	6	1	0	5	2	0	2	1	0	0	4	1	0	0	1	0	3	1	2	0	0	0	5	1	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Cytophagales	f__Cytophagaceae	g__Dyadobacter	s__
OTU_2978	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	k__Bacteria	p__Chloroflexi	c__	o__	f__	g__	s__
OTU_1391	4	0	2	0	10	0	0	0	1	0	0	0	0	0	4	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	4	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenellaceae R-7 group	s__
OTU_1877	3	0	0	0	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	2	3	0	0	0	Unassigned						
OTU_1778	3	0	0	0	11	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	5	0	0	0	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
OTU_379	62	0	8	0	149	29	0	0	25	0	0	0	0	0	21	0	20	0	0	31	0	0	0	0	21	0	0	0	1	0	0	0	0	0	14	34	0	31	0	0	0	18	29	0	0	0	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Microthricaceae	g__	s__
OTU_1504	3	0	0	0	4	1	0	0	1	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Pirellula	s__
OTU_1873	2	0	0	0	13	1	0	0	1	0	0	0	0	0	4	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	2	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae		
OTU_188	191	0	20	0	366	97	0	0	77	0	0	0	0	0	53	0	17	0	0	172	0	0	0	0	84	0	0	0	0	0	0	0	0	0	67	151	0	78	0	0	0	37	112	0	0	0	k__Bacteria	p__Verrucomicrobia	c__OPB35 soil group	o__	f__	g__	s__
